2023-10-18T17:00:00.000Z,131.87
2023-10-18T17:00:01.000Z,131.746
2023-10-18T17:00:02.000Z,131.622
2023-10-18T17:00:03.000Z,131.716
2023-10-18T17:00:04.000Z,131.585
2023-10-18T17:00:05.000Z,131.633
2023-10-18T17:00:06.000Z,131.683
2023-10-18T17:00:07.000Z,131.748
2023-10-18T17:00:08.000Z,131.616
2023-10-18T17:00:09.000Z,131.675
2023-10-18T17:00:10.000Z,131.764
2023-10-18T17:00:11.000Z,131.764
2023-10-18T17:00:12.000Z,131.764
2023-10-18T17:00:13.000Z,131.853
2023-10-18T17:00:14.000Z,131.735
2023-10-18T17:00:15.000Z,131.81
2023-10-18T17:00:16.000Z,131.81
2023-10-18T17:00:17.000Z,131.81
2023-10-18T17:00:18.000Z,131.878
2023-10-18T17:00:19.000Z,131.967
2023-10-18T17:00:20.000Z,131.967
2023-10-18T17:00:21.000Z,131.849
2023-10-18T17:00:22.000Z,131.94
2023-10-18T17:00:23.000Z,131.833
2023-10-18T17:00:24.000Z,131.932
2023-10-18T17:00:25.000Z,132.032
2023-10-18T17:00:26.000Z,132.032
2023-10-18T17:00:27.000Z,132.115
2023-10-18T17:00:28.000Z,132.115
2023-10-18T17:00:29.000Z,132.115
2023-10-18T17:00:30.000Z,132.115
2023-10-18T17:00:31.000Z,132.18
2023-10-18T17:00:32.000Z,132.18
2023-10-18T17:00:33.000Z,132.18
2023-10-18T17:00:34.000Z,132.18
2023-10-18T17:00:35.000Z,132.266
2023-10-18T17:00:36.000Z,132.266
2023-10-18T17:00:37.000Z,132.35
2023-10-18T17:00:38.000Z,132.401
2023-10-18T17:00:39.000Z,132.401
2023-10-18T17:00:40.000Z,132.456
2023-10-18T17:00:41.000Z,132.456
2023-10-18T17:00:42.000Z,132.515
2023-10-18T17:00:43.000Z,132.515
2023-10-18T17:00:44.000Z,132.515
2023-10-18T17:00:45.000Z,132.408
2023-10-18T17:00:46.000Z,132.408
2023-10-18T17:00:47.000Z,132.3
2023-10-18T17:00:48.000Z,132.394
2023-10-18T17:00:49.000Z,132.454
2023-10-18T17:00:50.000Z,132.545
2023-10-18T17:00:51.000Z,132.619
2023-10-18T17:00:52.000Z,132.487
2023-10-18T17:00:53.000Z,132.571
2023-10-18T17:00:54.000Z,132.65
2023-10-18T17:00:55.000Z,132.65
2023-10-18T17:00:56.000Z,132.72
2023-10-18T17:00:57.000Z,132.762
2023-10-18T17:00:58.000Z,132.635
2023-10-18T17:00:59.000Z,132.679
2023-10-18T17:01:00.000Z,132.679
2023-10-18T17:01:01.000Z,132.679
2023-10-18T17:01:02.000Z,132.728
2023-10-18T17:01:03.000Z,132.613
2023-10-18T17:01:04.000Z,132.613
2023-10-18T17:01:05.000Z,132.714
2023-10-18T17:01:06.000Z,132.714
2023-10-18T17:01:07.000Z,132.761
2023-10-18T17:01:08.000Z,132.805
2023-10-18T17:01:09.000Z,132.69
2023-10-18T17:01:10.000Z,132.69
2023-10-18T17:01:11.000Z,132.744
2023-10-18T17:01:12.000Z,132.792
2023-10-18T17:01:13.000Z,132.887
2023-10-18T17:01:14.000Z,132.977
2023-10-18T17:01:15.000Z,133.069
2023-10-18T17:01:16.000Z,133.152
2023-10-18T17:01:17.000Z,133.207
